1;8:00;16:00
2;8:00;16:00
5;8:00;16:45
6;8:00;10:00
6;10:30;16:15
7;9:45;13:15
7;13:45;17:00
8;11:00;16:15
9;8:00;16:15
12;8:00;16:30
13;8:00;15:30
14;8:00;16:00
15;8:00;15:15
16;8:00;16:15
